CustomerID,Recency,Frequency,Monetary,Cluster,Segment
12452.0,16,22,430.57000000000005,0,High-Value
12453.0,133,43,707.09,0,High-Value
12454.0,55,15,3528.34,0,High-Value
12455.0,72,90,2466.86,0,High-Value
12456.0,43,125,3181.04,0,High-Value
12457.0,65,62,2363.23,0,High-Value
12458.0,70,38,947.4,0,High-Value
12461.0,93,35,826.88,0,High-Value
12462.0,18,62,1189.59,0,High-Value
12463.0,52,83,1344.78,0,High-Value
12464.0,9,29,1212.05,0,High-Value
12465.0,16,47,742.19,0,High-Value
12468.0,187,38,729.54,2,Occasional
12471.0,1,459,19788.65,4,New Customer
12472.0,31,339,6572.11,4,New Customer
12473.0,28,167,3928.05,0,High-Value
12474.0,16,422,7324.09,4,New Customer
12475.0,53,36,723.38,0,High-Value
12476.0,15,233,6816.42,0,High-Value
12477.0,22,300,13219.74,4,New Customer
12478.0,3,36,680.99,0,High-Value
12479.0,10,31,527.2,0,High-Value
12480.0,27,154,3281.63,0,High-Value
12481.0,22,216,5579.82,0,High-Value
12483.0,16,75,2484.98,0,High-Value
12484.0,32,343,4527.32,4,New Customer
12488.0,9,55,1298.66,0,High-Value
12489.0,335,15,334.93,2,Occasional
12490.0,4,245,5417.93,0,High-Value
12491.0,38,26,460.40000000000003,0,High-Value
12492.0,62,20,263.21000000000004,0,High-Value
12493.0,165,22,433.74,2,Occasional
12494.0,15,77,1246.1,0,High-Value
12497.0,81,14,1043.1,0,High-Value
12498.0,20,23,403.70000000000005,0,High-Value
12500.0,22,61,4257.82,0,High-Value
12501.0,336,149,2169.39,2,Occasional
12502.0,95,147,3723.87,0,High-Value
12504.0,17,9,482.04999999999995,0,High-Value
12506.0,232,23,73.5,2,Occasional
12507.0,133,21,1304.81,0,High-Value
12508.0,25,68,397.88,0,High-Value
12509.0,283,7,176.5,2,Occasional
12510.0,142,33,982.5699999999999,0,High-Value
12512.0,65,31,132.18,0,High-Value
12513.0,112,35,612.29,0,High-Value
12514.0,266,51,1017.6800000000001,2,Occasional
12515.0,352,16,383.7,2,Occasional
12516.0,77,26,1312.06,0,High-Value
12517.0,27,279,2481.6,0,High-Value
12518.0,0,124,2056.89,0,High-Value
12519.0,63,17,330.84000000000003,0,High-Value
12520.0,78,152,2634.26,0,High-Value
12521.0,142,38,599.68,0,High-Value
12522.0,38,12,192.72,0,High-Value
12523.0,18,106,1789.77,0,High-Value
12524.0,8,144,4485.72,0,High-Value
12526.0,0,71,1316.66,0,High-Value
12527.0,81,18,348.71000000000004,0,High-Value
12528.0,8,92,1933.48,0,High-Value
12530.0,59,66,1662.28,0,High-Value
12531.0,14,17,125.22,0,High-Value
12532.0,29,16,349.83000000000004,0,High-Value
12534.0,130,63,1089.18,0,High-Value
12535.0,91,34,716.35,0,High-Value
12536.0,42,261,12601.830000000002,4,New Customer
12538.0,28,21,363.95,0,High-Value
12539.0,21,273,5568.35,0,High-Value
12540.0,19,478,13400.24,4,New Customer
12541.0,29,52,981.18,0,High-Value
12544.0,35,19,372.7,0,High-Value
12545.0,74,50,1000.39,0,High-Value
12546.0,46,69,1161.5,0,High-Value
12547.0,197,8,207.8,2,Occasional
12548.0,165,5,95.19999999999999,2,Occasional
12550.0,78,57,964.83,0,High-Value
12551.0,357,10,168.0,2,Occasional
12552.0,38,20,437.82,0,High-Value
12553.0,7,191,3692.28,0,High-Value
12556.0,49,119,599.56,0,High-Value
12557.0,15,33,11990.960000000001,0,High-Value
12558.0,7,11,269.96,0,High-Value
12559.0,310,21,561.71,2,Occasional
12560.0,4,105,2134.01,0,High-Value
12561.0,302,16,238.85,2,Occasional
12562.0,7,168,3781.7400000000002,0,High-Value
12564.0,260,21,456.90000000000003,2,Occasional
12565.0,288,9,145.92000000000002,2,Occasional
12566.0,85,19,351.65,0,High-Value
12567.0,22,446,9401.28,4,New Customer
12569.0,1,188,4124.6900000000005,0,High-Value
12571.0,39,34,519.61,0,High-Value
12572.0,8,60,1020.4200000000001,0,High-Value
12573.0,226,28,160.54000000000002,2,Occasional
12574.0,315,11,218.45000000000002,2,Occasional
12576.0,35,88,1315.83,0,High-Value
12577.0,34,146,626.6,0,High-Value
12578.0,20,114,2794.51,0,High-Value
12579.0,77,29,440.42,0,High-Value
12580.0,246,24,415.7,2,Occasional
12581.0,39,15,197.71,0,High-Value
12582.0,238,22,511.36,2,Occasional
12583.0,2,247,7281.38,0,High-Value
12584.0,3,96,2338.15,0,High-Value
12585.0,233,87,2040.1,2,Occasional
12586.0,16,11,196.94000000000003,0,High-Value
12587.0,7,4,144.0,0,High-Value
12588.0,38,10,214.89999999999998,0,High-Value
12589.0,28,35,646.68,0,High-Value
12590.0,210,68,9864.26,2,Occasional
12591.0,316,26,452.84999999999997,2,Occasional
12592.0,91,18,437.6,0,High-Value
12593.0,108,21,418.1,0,High-Value
12594.0,37,118,3338.2200000000003,0,High-Value
12596.0,50,27,618.27,0,High-Value
12597.0,18,206,3811.22,0,High-Value
12598.0,9,132,3023.08,0,High-Value
12599.0,28,62,1032.58,0,High-Value
12600.0,28,64,2599.04,0,High-Value
12601.0,189,28,577.0600000000001,2,Occasional
12602.0,58,12,153.12,0,High-Value
12603.0,21,2,739.1999999999999,0,High-Value
12604.0,78,16,254.18,0,High-Value
12607.0,59,101,1579.51,0,High-Value
12609.0,77,60,1126.85,0,High-Value
12610.0,22,106,2099.54,0,High-Value
12611.0,51,65,1193.32,0,High-Value
12612.0,73,19,704.04,0,High-Value
12613.0,56,153,3344.38,0,High-Value
12614.0,277,20,315.6,2,Occasional
12615.0,1,105,2291.19,0,High-Value
12616.0,94,32,713.3,0,High-Value
12617.0,28,41,352.98,0,High-Value
12618.0,21,11,177.31,0,High-Value
12619.0,15,90,3641.24,0,High-Value
12620.0,14,92,1339.41,0,High-Value
12621.0,1,467,13689.67,4,New Customer
12622.0,231,11,180.1,2,Occasional
12623.0,275,18,305.1,2,Occasional
12624.0,105,38,641.13,0,High-Value
12625.0,211,86,2683.82,2,Occasional
12626.0,22,294,6620.4800000000005,4,New Customer
12627.0,10,230,4478.53,0,High-Value
12628.0,3,41,786.46,0,High-Value
12630.0,9,64,1270.88,0,High-Value
12631.0,56,31,640.5,0,High-Value
12633.0,58,101,2163.98,0,High-Value
12635.0,89,101,1689.18,0,High-Value
12637.0,66,382,6002.9,4,New Customer
12638.0,32,39,671.69,0,High-Value
12639.0,238,22,486.1,2,Occasional
12640.0,23,53,1174.58,0,High-Value
12641.0,114,10,185.9,0,High-Value
12642.0,24,47,1013.26,0,High-Value
12643.0,127,24,3344.64,0,High-Value
12644.0,129,31,477.90999999999997,0,High-Value
12645.0,33,73,1775.18,0,High-Value
12646.0,4,45,1346.97,0,High-Value
12647.0,21,121,3722.82,0,High-Value
12648.0,154,21,318.05,2,Occasional
12649.0,106,31,623.51,0,High-Value
12650.0,2,20,314.44,0,High-Value
12651.0,334,9,114.0,2,Occasional
12652.0,330,48,919.98,2,Occasional
12653.0,148,43,2209.85,2,Occasional
12654.0,10,38,601.98,0,High-Value
12656.0,16,126,4051.17,0,High-Value
12657.0,10,47,1643.18,0,High-Value
12658.0,18,36,686.05,0,High-Value
12659.0,29,5,91.68,0,High-Value
12660.0,10,13,245.10000000000002,0,High-Value
12662.0,0,230,3849.78,0,High-Value
12664.0,7,37,4881.88,0,High-Value
12665.0,324,3,63.0,2,Occasional
12667.0,57,33,620.13,0,High-Value
12668.0,11,161,3807.15,0,High-Value
12669.0,150,101,2744.0299999999997,2,Occasional
12670.0,9,92,2996.05,0,High-Value
12672.0,329,10,225.9,2,Occasional
12673.0,4,42,610.52,0,High-Value
12674.0,38,83,1970.6,0,High-Value
12676.0,24,45,1331.39,0,High-Value
12678.0,41,165,17628.46,4,New Customer
12679.0,58,48,1113.02,0,High-Value
12680.0,0,52,862.81,0,High-Value
12681.0,14,638,13787.54,4,New Customer
12682.0,3,524,12279.82,4,New Customer
12683.0,3,344,8476.57,4,New Customer
12684.0,7,105,2283.63,0,High-Value
12685.0,27,157,2863.08,0,High-Value
12686.0,371,7,89.14,2,Occasional
12688.0,113,171,4873.81,0,High-Value
12689.0,25,72,1247.6100000000001,0,High-Value
12690.0,205,16,389.01,2,Occasional
12691.0,27,32,1035.8,0,High-Value
12693.0,126,39,855.91,0,High-Value
12694.0,69,37,869.67,0,High-Value
12695.0,6,27,582.1,0,High-Value
12697.0,28,41,957.59,0,High-Value
12700.0,7,268,4939.99,0,High-Value
12701.0,79,53,797.71,0,High-Value
12702.0,19,12,219.0,0,High-Value
12703.0,70,21,283.55,0,High-Value
12704.0,6,88,2340.84,0,High-Value
12705.0,14,334,6868.29,4,New Customer
12707.0,291,33,603.42,2,Occasional
12708.0,29,157,2712.91,0,High-Value
12709.0,14,207,9706.52,0,High-Value
12710.0,96,77,1149.02,0,High-Value
12712.0,28,133,4396.13,0,High-Value
12713.0,0,38,848.55,0,High-Value
12714.0,8,259,4708.86,0,High-Value
12715.0,105,20,343.36,0,High-Value
12716.0,3,69,1053.49,0,High-Value
12717.0,150,55,1030.98,2,Occasional
12718.0,70,19,238.25,0,High-Value
12719.0,4,39,644.95,0,High-Value
12720.0,2,354,5781.7300000000005,4,New Customer
12721.0,31,161,2656.13,0,High-Value
12722.0,84,53,997.63,0,High-Value
12723.0,3,69,725.07,0,High-Value
12724.0,4,53,1031.41,0,High-Value
12725.0,370,24,427.8,2,Occasional
12726.0,27,124,2609.1,0,High-Value
12727.0,10,139,3980.7000000000003,0,High-Value
12728.0,70,46,836.33,0,High-Value
12729.0,113,26,453.01,0,High-Value
12731.0,23,274,18895.91,4,New Customer
12732.0,179,12,236.26000000000002,2,Occasional
12733.0,233,22,383.95,2,Occasional
12734.0,352,4,110.39999999999999,2,Occasional
12735.0,314,43,779.5699999999999,2,Occasional
12736.0,332,4,234.0,2,Occasional
12738.0,371,11,155.35,2,Occasional
12739.0,77,38,1013.04,0,High-Value
12740.0,63,27,427.6,0,High-Value
12743.0,133,131,540.13,0,High-Value
12744.0,51,222,21279.29,4,New Customer
12747.0,1,103,4196.01,0,High-Value
12748.0,0,4412,33053.19,3,At-Risk
12749.0,3,199,4090.88,0,High-Value
12750.0,128,15,275.88,0,High-Value
12752.0,80,53,4366.78,0,High-Value
12753.0,22,197,21429.39,4,New Customer
12754.0,235,63,3010.74,2,Occasional
12755.0,280,4,3811.9500000000003,2,Occasional
12756.0,86,4,112.08,0,High-Value
12757.0,15,364,7834.650000000001,4,New Customer
12758.0,116,97,2791.59,0,High-Value
12759.0,51,95,1531.44,0,High-Value
12762.0,7,69,1898.52,0,High-Value
12763.0,137,18,494.08,0,High-Value
12764.0,316,45,1693.88,2,Occasional
12766.0,3,310,6989.63,4,New Customer
12769.0,238,32,1143.6,2,Occasional
12770.0,210,12,1351.45,2,Occasional
12772.0,59,55,892.47,0,High-Value
12775.0,16,66,1386.04,0,High-Value
12778.0,19,50,822.23,0,High-Value
12779.0,37,149,3981.36,0,High-Value
12781.0,63,25,826.74,0,High-Value
12782.0,4,103,2330.92,0,High-Value
12783.0,1,84,2225.91,0,High-Value
12784.0,8,57,532.82,0,High-Value
12785.0,363,14,311.95,2,Occasional
12787.0,9,20,463.66,0,High-Value
12789.0,64,4,91.85,0,High-Value
12790.0,191,21,324.92,2,Occasional
12791.0,373,2,192.60000000000002,2,Occasional
12792.0,256,25,400.54,2,Occasional
12793.0,334,24,545.48,2,Occasional
12794.0,52,45,860.41,0,High-Value
12795.0,18,14,430.48,0,High-Value
12797.0,365,13,254.03,2,Occasional
12798.0,9,8,6977.04,0,High-Value
12802.0,186,25,427.58,2,Occasional
12808.0,36,28,483.65000000000003,0,High-Value
12809.0,177,25,489.31,2,Occasional
12811.0,260,31,514.85,2,Occasional
12812.0,44,15,229.64000000000001,0,High-Value
12814.0,101,2,125.92,0,High-Value
12815.0,147,47,1063.46,2,Occasional
12816.0,95,29,572.2,0,High-Value
12817.0,280,4,166.04000000000002,2,Occasional
12818.0,261,14,1542.08,2,Occasional
12820.0,2,59,942.34,0,High-Value
12821.0,213,6,92.72,2,Occasional
12822.0,70,46,948.88,0,High-Value
12823.0,74,5,1759.5,0,High-Value
12824.0,59,25,397.12,0,High-Value
12826.0,2,91,1474.72,0,High-Value
12827.0,5,25,430.15,0,High-Value
12828.0,2,56,1018.71,0,High-Value
12829.0,336,11,293.0,2,Occasional
12830.0,37,38,6814.64,0,High-Value
12831.0,261,9,215.05,2,Occasional
12832.0,31,27,383.03000000000003,0,High-Value
12833.0,144,24,417.38,0,High-Value
12834.0,282,18,312.38,2,Occasional
12836.0,58,174,2610.36,0,High-Value
12837.0,172,12,134.1,2,Occasional
12838.0,33,120,671.95,0,High-Value
12839.0,2,314,5591.42,4,New Customer
12840.0,143,113,2726.77,0,High-Value
12841.0,4,414,3991.58,4,New Customer
12842.0,69,34,1118.99,0,High-Value
12843.0,65,103,1702.26,0,High-Value
12844.0,28,52,325.96000000000004,0,High-Value
12845.0,266,27,354.09000000000003,2,Occasional
12847.0,21,84,843.64,0,High-Value
12849.0,30,48,1010.29,0,High-Value
12851.0,96,47,131.81,0,High-Value
12852.0,294,17,311.55,2,Occasional
12853.0,134,78,1957.1000000000001,0,High-Value
12854.0,78,109,1316.25,0,High-Value
12855.0,372,3,38.1,2,Occasional
12856.0,7,311,2170.78,0,High-Value
12857.0,210,46,1106.4,2,Occasional
12863.0,51,5,521.2,0,High-Value
12864.0,137,3,147.12,0,High-Value
12865.0,25,95,1568.23,0,High-Value
12866.0,282,26,559.12,2,Occasional
12867.0,25,534,4009.34,4,New Customer
12868.0,185,107,1607.0600000000002,2,Occasional
12871.0,83,11,380.64,0,High-Value
12872.0,326,66,599.97,2,Occasional
12873.0,281,4,374.0,2,Occasional
12875.0,142,2,343.2300000000001,0,High-Value
12876.0,57,85,2218.02,0,High-Value
12877.0,3,154,1535.77,0,High-Value
12878.0,235,47,854.99,2,Occasional
12879.0,44,10,573.22,0,High-Value
12881.0,275,7,298.0,2,Occasional
12882.0,8,13,1463.04,0,High-Value
12883.0,24,42,703.47,0,High-Value
12884.0,87,7,309.05,0,High-Value
12885.0,62,71,1175.22,0,High-Value
12886.0,67,82,1378.4,0,High-Value
12888.0,213,5,354.12,2,Occasional
12890.0,23,79,376.71999999999997,0,High-Value
12891.0,185,3,331.0,2,Occasional
12893.0,30,31,176.55,0,High-Value
12895.0,41,22,372.8,0,High-Value
12897.0,204,4,216.5,2,Occasional
12901.0,8,116,17654.54,4,New Customer
12902.0,264,10,138.68,2,Occasional
12904.0,17,71,496.06,0,High-Value
12906.0,11,63,2919.81,0,High-Value
12908.0,175,2,750.0,2,Occasional
12909.0,39,91,2178.67,0,High-Value
12910.0,22,75,3075.04,0,High-Value
12912.0,2,24,1662.3,0,High-Value
12913.0,4,50,2483.63,0,High-Value
12915.0,148,22,363.65,2,Occasional
12916.0,138,103,2944.95,0,High-Value
12917.0,127,2,594.0,0,High-Value
12919.0,7,50,1335.19,0,High-Value
12920.0,16,27,162.78,0,High-Value
12921.0,8,720,16587.09,4,New Customer
12922.0,160,28,405.38,2,Occasional
12923.0,63,28,172.82,0,High-Value
12924.0,87,30,933.7,0,High-Value
12925.0,4,45,694.05,0,High-Value
12928.0,34,84,2062.7,0,High-Value
12929.0,311,8,117.85,2,Occasional
12930.0,77,25,415.8,0,High-Value
12931.0,21,82,42055.96,4,New Customer
12933.0,23,106,607.53,0,High-Value
12935.0,1,129,2160.7,0,High-Value
12936.0,16,62,1063.9,0,High-Value
12937.0,14,120,1504.27,0,High-Value
12938.0,25,9,114.14,0,High-Value
12939.0,63,47,11581.8,0,High-Value
12940.0,54,96,899.69,0,High-Value
12942.0,130,70,675.6,0,High-Value
12944.0,35,30,604.51,0,High-Value
12945.0,287,23,462.95,2,Occasional
12947.0,143,97,1603.99,0,High-Value
12948.0,15,116,2064.95,0,High-Value
12949.0,30,215,4167.22,0,High-Value
12950.0,1,23,1843.0,0,High-Value
12951.0,8,63,1064.07,0,High-Value
12952.0,5,79,1387.79,0,High-Value
12953.0,9,17,329.85,0,High-Value
12955.0,0,180,4757.16,0,High-Value
12956.0,305,19,108.07,2,Occasional
12957.0,9,238,4017.54,0,High-Value
12962.0,6,16,266.39,0,High-Value
12963.0,7,95,1856.63,0,High-Value
12965.0,88,108,769.8100000000001,0,High-Value
12966.0,9,10,160.18,0,High-Value
12967.0,357,19,1660.9,2,Occasional
12968.0,111,5,135.95,0,High-Value
12970.0,6,129,405.47,0,High-Value
12971.0,3,305,11189.91,4,New Customer
12974.0,197,8,144.8,2,Occasional
12976.0,211,22,738.6,2,Occasional
12977.0,155,9,39.239999999999995,2,Occasional
12980.0,157,20,7374.900000000001,2,Occasional
12981.0,29,20,372.21999999999997,0,High-Value
12982.0,242,28,390.54,2,Occasional
12984.0,18,4,97.5,0,High-Value
12985.0,0,76,1239.38,0,High-Value
12987.0,73,28,558.7,0,High-Value
12988.0,291,83,505.82,2,Occasional
12989.0,2,64,6924.11,0,High-Value
12990.0,30,13,409.5,0,High-Value
12991.0,22,31,503.76,0,High-Value
12993.0,22,27,414.76,0,High-Value
12994.0,3,61,974.42,0,High-Value
12995.0,84,3,211.32,0,High-Value
12997.0,21,59,1226.89,0,High-Value
12999.0,195,28,455.88,2,Occasional
13000.0,106,31,534.85,0,High-Value
13001.0,3,337,9785.970000000001,4,New Customer
13002.0,317,7,120.95,2,Occasional
13003.0,105,6,149.05,0,High-Value
13004.0,11,404,5655.91,4,New Customer
13005.0,173,26,513.7,2,Occasional
13006.0,55,4,81.57,0,High-Value
13008.0,322,14,229.47,2,Occasional
13011.0,371,3,50.550000000000004,2,Occasional
13012.0,8,88,1646.8400000000001,0,High-Value
13013.0,0,219,4810.9400000000005,0,High-Value
13014.0,10,109,3466.28,0,High-Value
13015.0,52,175,3339.64,0,High-Value
13016.0,72,47,789.89,0,High-Value
13017.0,6,1,204.0,0,High-Value
13018.0,15,458,7277.7,4,New Customer
13021.0,3,131,2616.38,0,High-Value
13023.0,63,40,689.9,0,High-Value
13026.0,0,40,975.36,0,High-Value
13027.0,113,26,6912.0,0,High-Value
13028.0,22,45,661.3199999999999,0,High-Value
13029.0,30,10,1247.5,0,High-Value
13030.0,10,92,752.44,0,High-Value
13032.0,51,71,1010.1800000000001,0,High-Value
13033.0,356,11,190.55,2,Occasional
13034.0,54,37,642.77,0,High-Value
13035.0,73,27,921.88,0,High-Value
13037.0,137,48,881.07,0,High-Value
13038.0,79,28,908.46,0,High-Value
13040.0,8,43,676.99,0,High-Value
13043.0,272,13,516.42,2,Occasional
13044.0,290,33,560.47,2,Occasional
13045.0,98,18,305.28000000000003,0,High-Value
13046.0,30,35,629.31,0,High-Value
13047.0,31,172,3237.54,0,High-Value
13048.0,13,135,1819.41,0,High-Value
13049.0,63,14,656.6800000000001,0,High-Value
13050.0,14,403,5836.86,4,New Customer
13052.0,211,18,348.15000000000003,2,Occasional
13055.0,77,76,1214.41,0,High-Value
13058.0,24,8,271.40000000000003,0,High-Value
13059.0,249,8,183.4,2,Occasional
13060.0,253,15,307.53000000000003,2,Occasional
13061.0,71,10,248.61,0,High-Value
13062.0,190,11,346.98,2,Occasional
13064.0,12,68,1105.59,0,High-Value
13065.0,372,14,205.86,2,Occasional
13066.0,23,48,470.8,0,High-Value
13067.0,81,15,115.46000000000001,0,High-Value
13068.0,9,2,344.0,0,High-Value
13069.0,0,424,4431.44,4,New Customer
13070.0,191,9,228.8,2,Occasional
13072.0,266,7,177.15,2,Occasional
13075.0,129,22,919.61,0,High-Value
13077.0,0,111,728.02,0,High-Value
13078.0,2,358,12627.94,4,New Customer
13079.0,3,6,220.10000000000002,0,High-Value
13080.0,178,6,58.08,2,Occasional
13081.0,11,1024,28337.38,4,New Customer
13082.0,125,73,3613.63,0,High-Value
13083.0,3,18,303.75,0,High-Value
13085.0,157,22,416.08,2,Occasional
13089.0,2,1814,58762.08,4,New Customer
13090.0,8,155,8910.82,0,High-Value
13091.0,27,21,345.82,0,High-Value
13092.0,70,25,477.83,0,High-Value
13093.0,275,159,7832.47,2,Occasional
13094.0,20,24,1927.3200000000002,0,High-Value
13095.0,70,6,74.39999999999999,0,High-Value
13097.0,32,421,6003.22,4,New Customer
13098.0,0,572,28882.44,4,New Customer
13099.0,98,1,207.36,0,High-Value
13101.0,233,8,101.19,2,Occasional
13102.0,0,304,6424.09,4,New Customer
13103.0,39,8,243.94,0,High-Value
13104.0,2,20,1098.48,0,High-Value
13106.0,132,1,76.5,0,High-Value
13107.0,43,58,1531.6200000000001,0,High-Value
13108.0,372,10,350.06,2,Occasional
13109.0,59,47,786.54,0,High-Value
13110.0,30,145,1488.67,0,High-Value
13113.0,0,200,12245.960000000001,4,New Customer
13115.0,11,120,2294.78,0,High-Value
13116.0,137,30,501.14,0,High-Value
13117.0,21,76,984.91,0,High-Value
13118.0,19,79,1197.81,0,High-Value
13120.0,238,1,30.6,2,Occasional
13121.0,268,50,283.73,2,Occasional
13122.0,93,55,922.39,0,High-Value
13124.0,89,222,3756.33,0,High-Value
13126.0,4,140,2099.64,0,High-Value
13127.0,77,15,259.17,0,High-Value
13130.0,93,2,64.0,0,High-Value
13131.0,22,44,1073.3,0,High-Value
13132.0,261,3,77.3,2,Occasional
13133.0,273,7,109.8,2,Occasional
13134.0,85,98,1793.58,0,High-Value
13135.0,196,1,3096.0,2,Occasional
13136.0,55,127,2607.61,0,High-Value
13137.0,10,687,3603.29,4,New Customer
13138.0,21,63,962.39,0,High-Value
13139.0,15,170,5064.9400000000005,0,High-Value
13140.0,107,45,422.47,0,High-Value
13141.0,84,135,2388.75,0,High-Value
13142.0,18,23,307.09000000000003,0,High-Value
13144.0,332,3,110.95,2,Occasional
13145.0,39,6,618.52,0,High-Value
13146.0,25,17,228.91,0,High-Value
13147.0,9,4,712.8,0,High-Value
13148.0,28,312,3683.26,0,High-Value
13149.0,13,86,1676.06,0,High-Value
13151.0,295,74,1257.8700000000001,2,Occasional
13153.0,5,15,486.22,0,High-Value
13155.0,32,85,971.76,0,High-Value
13157.0,48,87,1741.22,0,High-Value
13158.0,94,79,1201.06,0,High-Value
13159.0,8,120,1429.35,0,High-Value
13160.0,21,4,91.8,0,High-Value
13161.0,312,8,112.75,2,Occasional
13162.0,121,79,1688.29,0,High-Value
13165.0,45,42,1021.48,0,High-Value
13166.0,282,41,417.2,2,Occasional
13167.0,18,65,791.33,0,High-Value
13168.0,35,126,1299.59,0,High-Value
13169.0,63,13,712.88,0,High-Value
13170.0,26,30,108.81,0,High-Value
13171.0,21,46,468.41,0,High-Value
13173.0,3,43,353.65000000000003,0,High-Value
13174.0,15,293,2742.82,0,High-Value
13176.0,45,67,481.49,0,High-Value
13177.0,64,17,282.45,0,High-Value
13178.0,25,265,5725.47,0,High-Value
13182.0,44,11,121.18,0,High-Value
13183.0,7,94,3957.78,0,High-Value
13184.0,14,179,1668.95,0,High-Value
13185.0,267,1,71.4,2,Occasional
13186.0,39,79,1575.89,0,High-Value
13187.0,336,37,236.02,2,Occasional
13188.0,10,2,114.6,0,High-Value
13189.0,18,29,260.68,0,High-Value
13192.0,94,63,911.94,0,High-Value
13193.0,60,25,112.08,0,High-Value
13194.0,135,3,60.7,0,High-Value
13196.0,10,110,1797.78,0,High-Value
13198.0,9,226,3401.2400000000002,0,High-Value
13199.0,3,119,9817.12,0,High-Value
13200.0,18,46,870.09,0,High-Value
13203.0,9,57,869.46,0,High-Value
13207.0,14,8,250.26000000000002,0,High-Value
13208.0,58,148,1217.65,0,High-Value
13209.0,29,321,5891.61,4,New Customer
13210.0,93,22,353.48,0,High-Value
13211.0,9,55,1095.42,0,High-Value
13212.0,19,141,786.83,0,High-Value
13213.0,56,90,1520.58,0,High-Value
13216.0,267,5,333.74,2,Occasional
13217.0,121,4,533.98,0,High-Value
13218.0,126,5,62.64,0,High-Value
13220.0,77,21,819.2900000000001,0,High-Value
13221.0,239,66,847.41,2,Occasional
13223.0,199,5,163.2,2,Occasional
13224.0,59,108,2155.95,0,High-Value
13225.0,2,32,6463.84,0,High-Value
